,Lat,Lon,DSM,R,G,B,NIR,NDVI,CIg,MSAVI,MTVI2,NDWI,EVI,GNDVI,IronOxide,SAVI,SR,VARI,Tr
0,38.2922909255,-121.122856279,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
1,38.2922908158,-121.122849422,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
2,38.292290706,-121.122842564,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
3,38.2922905963,-121.122835707,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
4,38.2922904865,-121.122828849,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
5,38.2922903767,-121.122821992,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
6,38.292290267,-121.122815134,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
7,38.2922901572,-121.122808276,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
8,38.2922900474,-121.122801419,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
9,38.2922899377,-121.122794561,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
10,38.2922898279,-121.122787704,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
11,38.2922897181,-121.122780846,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
12,38.2922896084,-121.122773989,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
13,38.2922894986,-121.122767131,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
14,38.2922893888,-121.122760274,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
15,38.2922892791,-121.122753416,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
16,38.2922891693,-121.122746559,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
17,38.2922890595,-121.122739701,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
18,38.2922889497,-121.122732843,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
19,38.29228884,-121.122725986,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
20,38.2922887302,-121.122719128,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
21,38.2922886204,-121.122712271,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
22,38.2922885107,-121.122705413,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
23,38.2922884009,-121.122698556,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
24,38.2922882911,-121.122691698,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
25,38.2922881813,-121.122684841,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
26,38.2922880716,-121.122677983,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
27,38.2922879618,-121.122671125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
28,38.292287852,-121.122664268,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
29,38.2922877423,-121.12265741,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
30,38.2922876325,-121.122650553,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
31,38.2922875227,-121.122643695,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
32,38.2922874129,-121.122636838,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
33,38.2922873032,-121.12262998,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
34,38.2922871934,-121.122623123,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
35,38.2922870836,-121.122616265,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
36,38.2922869738,-121.122609407,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
37,38.292286864,-121.12260255,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
38,38.2922867543,-121.122595692,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
39,38.2922866445,-121.122588835,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
40,38.2922865347,-121.122581977,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
41,38.2922864249,-121.12257512,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
42,38.2922863152,-121.122568262,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
43,38.2922862054,-121.122561405,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
44,38.2922860956,-121.122554547,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
45,38.2922859858,-121.12254769,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
46,38.292285876,-121.122540832,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
47,38.2922857663,-121.122533974,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
48,38.2922856565,-121.122527117,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
49,38.2922855467,-121.122520259,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
50,38.2922854369,-121.122513402,10.535,0.0349563,0.0380687,0.0233687,0.26315,0.766533,0.766533,0.407915,0.38446,-0.747823,0.439904,0.747823,1.50864,0.428171,7.84595,0.0783813,31.6396
51,38.2922853271,-121.122506544,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,
52,38.2922852173,-121.122499687,10.5231,0.03155,0.038825,0.0249937,0.292769,0.803601,0.803601,0.464595,0.450011,-0.764266,0.502377,0.764266,1.2687,0.472359,9.26817,0.160335,30.7368
53,38.2922851076,-121.122492829,10.7906,0.0399812,0.04735,0.0313125,0.304944,0.764419,0.764419,0.458509,0.434718,-0.728141,0.502767,0.728141,1.2771,0.466769,7.62653,0.130513,30.1653
54,38.2922849978,-121.122485972,10.7967,0.0394562,0.047625,0.0295063,0.316188,0.776692,0.776692,0.476713,0.454396,-0.736969,0.516512,0.736969,1.33434,0.481573,7.98847,0.141187,30.0779
55,38.292284888,-121.122479114,10.7643,0.046025,0.0524375,0.0317125,0.350662,0.768711,0.768711,0.508414,0.477466,-0.740918,0.545705,0.740918,1.44651,0.506724,7.67119,0.0956634,30.7081
56,38.2922847782,-121.122472256,10.7002,0.04415,0.049,0.030275,0.295388,0.735337,0.735337,0.431623,0.401157,-0.71154,0.468144,0.71154,1.45795,0.445121,6.70175,0.0767716,31.1034
57,38.2922846684,-121.122465399,10.7559,0.0388625,0.0452937,0.0287687,0.306062,0.77659,0.77659,0.460228,0.437267,-0.741252,0.500141,0.741252,1.34198,0.468865,8.0223,0.12835,30.8975
58,38.2922845586,-121.122458541,10.8029,0.0380313,0.0452875,0.0288437,0.319931,0.78634,0.78634,0.48366,0.461638,-0.748203,0.524203,0.748203,1.31472,0.487071,8.38331,0.139567,30.5366
59,38.2922844488,-121.122451684,10.8818,0.0280563,0.0372125,0.0220063,0.289375,0.830257,0.830257,0.465471,0.464221,-0.773093,0.500511,0.773093,1.24427,0.473872,11.2565,0.251942,30.1521
60,38.2922843391,-121.122444826,10.831,0.0199,0.031575,0.01995,0.2204,0.837103,0.837103,0.374048,0.389485,-0.749851,0.417748,0.749851,0.980999,0.401907,11.5388,0.393056,29.8274
61,38.2922842293,-121.122437969,11.0914,0.0426188,0.0515437,0.0334,0.350662,0.783255,0.783255,0.517813,0.493349,-0.743432,0.564494,0.743432,1.26774,0.51367,8.24632,0.149653,29.8443
62,38.2922841195,-121.122431111,11.2105,0.046875,0.0556,0.0331688,0.344306,0.760684,0.760684,0.49924,0.471459,-0.721871,0.538928,0.721871,1.41346,0.499442,7.39993,0.127183,30.1874
63,38.2922840097,-121.122424254,11.0287,0.0456063,0.0534,0.0305813,0.333981,0.75902,0.75902,0.484527,0.456648,-0.723576,0.519774,0.723576,1.49642,0.487642,7.32866,0.113353,30.6357
64,38.2922838999,-121.122417396,10.9584,0.0507938,0.0558062,0.0337,0.372575,0.758873,0.758873,0.527048,0.489735,-0.738313,0.563332,0.738313,1.51209,0.520719,7.36745,0.0701132,31.1095
65,38.2922837901,-121.122410539,10.9351,0.0294375,0.0363125,0.0206125,0.227337,0.778625,0.778625,0.359392,0.355008,-0.725334,0.393021,0.725334,1.36105,0.387916,9.38898,0.216582,30.8472
66,38.2922836803,-121.122403681,10.9713,0.0313938,0.0377937,0.0252813,0.253213,0.779409,0.779409,0.398304,0.384075,-0.740616,0.440198,0.740616,1.24461,0.420227,8.198,0.149772,30.2452
67,38.2922835705,-121.122396823,11.0814,0.024675,0.0340438,0.0216375,0.21665,0.801661,0.801661,0.353063,0.355599,-0.732418,0.395379,0.732418,1.10122,0.383984,9.42683,0.281816,30.1314
68,38.2922834608,-121.122389966,11.2245,0.0404062,0.0487937,0.0294938,0.316175,0.777138,0.777138,0.470644,0.450019,-0.735578,0.51019,0.735578,1.34426,0.477139,8.08405,0.149139,30.2104
69,38.292283351,-121.122383108,11.174,0.0489063,0.057775,0.0336437,0.3621,0.762059,0.762059,0.517157,0.487929,-0.725387,0.555849,0.725387,1.45082,0.513385,7.46738,0.121247,30.5831
70,38.2922832412,-121.122376251,11.1031,0.0435687,0.0520875,0.0311687,0.336981,0.769653,0.769653,0.496293,0.470578,-0.731469,0.534904,0.731469,1.39358,0.496817,7.74612,0.130779,30.8966
71,38.2922831314,-121.122369393,11.1779,0.0286625,0.0373375,0.022775,0.2534,0.798493,0.798493,0.404712,0.398343,-0.742559,0.442633,0.742559,1.2324,0.424835,9.06065,0.215857,30.6494
72,38.2922830216,-121.122362536,11.0899,0.0398063,0.045975,0.0307062,0.302119,0.764992,0.764992,0.447588,0.423529,-0.731447,0.491982,0.731447,1.27645,0.457642,7.62739,0.119221,30.4369
73,38.2922829118,-121.122355678,11.0059,0.0321563,0.041575,0.0266875,0.268381,0.78059,0.78059,0.416633,0.406385,-0.723263,0.459433,0.723263,1.18751,0.432298,8.32638,0.209582,30.092
74,38.292282802,-121.122348821,11.0408,0.0331875,0.0436375,0.0286,0.302144,0.801109,0.801109,0.474514,0.463421,-0.746807,0.519954,0.746807,1.15583,0.480102,9.10233,0.216493,29.8546
75,38.2922826922,-121.122341963,11.2611,0.045675,0.0543437,0.0349687,0.37765,0.787424,0.787424,0.550322,0.523767,-0.750996,0.596451,0.750996,1.28858,0.538549,8.63122,0.142833,29.8537
76,38.2922825824,-121.122335106,11.3749,0.043125,0.0519437,0.0307563,0.307569,0.757879,0.757879,0.451126,0.429511,-0.711456,0.491463,0.711456,1.39762,0.462207,7.3473,0.149082,30.0266
77,38.2922824726,-121.122328248,11.3119,0.055825,0.064225,0.0397188,0.403319,0.757398,0.757398,0.553653,0.518847,-0.725439,0.602057,0.725439,1.40114,0.542256,7.29549,0.107056,30.1032
78,38.2922823628,-121.12232139,11.3357,0.0541938,0.0630563,0.03785,0.4063,0.765871,0.765871,0.56433,0.530931,-0.732326,0.608107,0.732326,1.4251,0.549904,7.67679,0.115114,30.0586
79,38.292282253,-121.122314533,11.3185,0.044925,0.05455,0.0325687,0.351031,0.776788,0.776788,0.511373,0.488238,-0.732503,0.552751,0.732503,1.35912,0.509252,8.06469,0.157149,29.7771
80,38.2922821432,-121.122307675,11.3001,0.04585,0.0559312,0.0320188,0.341306,0.765997,0.765997,0.495964,0.472628,-0.719711,0.53441,0.719711,1.41578,0.497353,7.62073,0.154111,29.7155
81,38.2922820334,-121.122300818,11.3981,0.0653625,0.0725125,0.0437438,0.450369,0.746873,0.746873,0.58386,0.543105,-0.722562,0.634604,0.722562,1.49283,0.567641,6.91871,0.0776714,29.8076
82,38.2922819237,-121.12229396,11.2729,0.0501937,0.0602062,0.0342937,0.38625,0.770542,0.770542,0.548968,0.519453,-0.73061,0.587004,0.73061,1.4603,0.537904,7.74762,0.133549,29.8241
83,38.2922818139,-121.122287103,11.0746,0.046975,0.0571813,0.033525,0.381025,0.781133,0.781133,0.550324,0.523573,-0.73919,0.590568,0.73919,1.39609,0.538838,8.17274,0.14752,29.9228
84,38.2922817041,-121.122280245,11.123,0.0471375,0.0574437,0.0332313,0.357419,0.767747,0.767747,0.512674,0.487882,-0.721715,0.553574,0.721715,1.40634,0.510379,7.6257,0.15242,29.8048
85,38.2922815943,-121.122273388,11.269,0.0588,0.0681875,0.039725,0.422062,0.755037,0.755037,0.568183,0.532947,-0.721133,0.613497,0.721133,1.47771,0.554134,7.17704,0.108708,29.622
86,38.2922814845,-121.12226653,11.3572,0.0536937,0.0655375,0.0355,0.418494,0.773443,0.773443,0.579711,0.550738,-0.729372,0.617949,0.729372,1.50736,0.562252,7.86192,0.145579,29.5059
87,38.2922813747,-121.122259672,11.6311,0.0531,0.0659312,0.035625,0.421113,0.778017,0.778017,0.585881,0.559503,-0.730442,0.624669,0.730442,1.47851,0.566518,8.17699,0.162031,29.3621
88,38.2922812649,-121.122252815,11.6418,0.0561687,0.0688125,0.0376563,0.436319,0.774241,0.774241,0.591757,0.56391,-0.728773,0.635506,0.728773,1.48043,0.572793,7.92666,0.151939,29.5111
89,38.2922811551,-121.122245957,11.5196,0.0555562,0.0684625,0.0375,0.43575,0.776759,0.776759,0.593509,0.566704,-0.730152,0.637288,0.730152,1.46638,0.57383,8.08747,0.159019,29.7639
90,38.2922810453,-121.1222391,11.5292,0.0589563,0.0689437,0.0382125,0.411388,0.752069,0.752069,0.553616,0.52126,-0.714228,0.593937,0.714228,1.53009,0.543051,7.14067,0.119941,29.9317
91,38.2922809355,-121.122232242,11.3475,0.0585188,0.0673,0.0361187,0.384212,0.735847,0.735847,0.51985,0.485382,-0.701229,0.553925,0.701229,1.61479,0.516129,6.58171,0.100815,30.0403
92,38.2922808257,-121.122225385,11.4365,0.06645,0.0725937,0.0404937,0.426556,0.731673,0.731673,0.553278,0.511432,-0.709775,0.590731,0.709775,1.64002,0.54314,6.48459,0.0650812,30.0727
93,38.2922807159,-121.122218527,11.4144,0.0516438,0.0596375,0.032075,0.367344,0.754083,0.754083,0.515736,0.483574,-0.720503,0.546847,0.720503,1.60632,0.512604,7.14756,0.103731,29.9947
94,38.2922806061,-121.12221167,11.493,0.0570938,0.0648438,0.0372,0.37615,0.735671,0.735671,0.511886,0.476624,-0.704487,0.551008,0.704487,1.53147,0.509676,6.5875,0.0934446,30.0657
95,38.2922804963,-121.122204812,11.5535,0.0586375,0.06655,0.0373688,0.393756,0.742632,0.742632,0.533159,0.497411,-0.711577,0.570454,0.711577,1.56172,0.52658,6.82069,0.0955955,29.9406
96,38.2922803865,-121.122197955,11.6544,0.0691063,0.0755313,0.0439062,0.452237,0.73586,0.73586,0.57727,0.53471,-0.714319,0.622796,0.714319,1.57105,0.562513,6.62744,0.0666543,29.9317
97,38.2922802767,-121.122191097,11.6649,0.0696125,0.0761437,0.0433125,0.4245,0.719123,0.719123,0.540865,0.499354,-0.695553,0.58284,0.695553,1.60429,0.533702,6.13573,0.0674822,30.1789
98,38.2922801669,-121.122184239,11.6674,0.067225,0.0750437,0.0412688,0.4303,0.730299,0.730299,0.556603,0.516502,-0.703319,0.595244,0.703319,1.62877,0.545684,6.43716,0.0786473,30.2889
99,38.2922800571,-121.122177382,11.5585,0.060925,0.0716188,0.0394688,0.432175,0.753961,0.753961,0.576137,0.542322,-0.71625,0.617719,0.71625,1.53989,0.560466,7.18125,0.118191,30.0436
100,38.2922799473,-121.122170524,11.4084,0.0427063,0.054775,0.0297312,0.349737,0.785325,0.785325,0.518411,0.50063,-0.730816,0.553336,0.730816,1.42413,0.514392,8.47081,0.188112,29.8434
101,38.2922798375,-121.122163667,11.5117,0.057775,0.0658625,0.040475,0.398825,0.749332,0.749332,0.54185,0.50684,-0.718003,0.589864,0.718003,1.42016,0.533467,7.04962,0.102964,29.7846
102,38.2922797277,-121.122156809,11.5955,0.0508687,0.06055,0.034,0.398256,0.773366,0.773366,0.561746,0.531027,-0.73563,0.598395,0.73563,1.49672,0.547812,7.87209,0.126661,29.88
103,38.2922796179,-121.122149952,11.7449,0.0604938,0.0690125,0.0399063,0.428613,0.752751,0.752751,0.573513,0.536033,-0.722598,0.616563,0.722598,1.51651,0.558134,7.13408,0.0962403,30.0577
104,38.2922795081,-121.122143094,11.6891,0.059725,0.0681313,0.039475,0.432925,0.757103,0.757103,0.579741,0.542288,-0.727437,0.623292,0.727437,1.51339,0.563184,7.26589,0.0957747,30.1686
105,38.2922793982,-121.122136237,11.7383,0.053175,0.0619625,0.0353813,0.370719,0.752786,0.752786,0.512181,0.482714,-0.713672,0.552758,0.713672,1.50624,0.510641,7.13572,0.121836,30.0732
106,38.2922792884,-121.122129379,11.85,0.063225,0.0699812,0.04175,0.423175,0.740241,0.740241,0.558955,0.518138,-0.716296,0.603883,0.716296,1.51483,0.54708,6.71976,0.0746245,29.9044
107,38.2922791786,-121.122122522,11.7741,0.0593062,0.0683438,0.0388625,0.426738,0.755856,0.755856,0.574289,0.537972,-0.72368,0.615753,0.72368,1.52611,0.558636,7.2272,0.102703,29.8509
108,38.2922790688,-121.122115664,11.713,0.0617812,0.0709187,0.0410375,0.433113,0.750599,0.750599,0.575303,0.538357,-0.718677,0.620461,0.718677,1.50513,0.559772,7.05934,0.101349,29.7334
109,38.292278959,-121.122108806,11.7962,0.055825,0.067375,0.0368875,0.427675,0.770699,0.770699,0.584428,0.554377,-0.728445,0.624763,0.728445,1.50814,0.566421,7.77826,0.13907,29.6431
110,38.2922788492,-121.122101949,11.8292,0.074625,0.0837625,0.0481813,0.464612,0.723972,0.723972,0.576208,0.536552,-0.694863,0.62825,0.694863,1.5471,0.562613,6.27016,0.0848408,29.6671
111,38.2922787394,-121.122095091,11.7523,0.0673937,0.0770375,0.0420563,0.45655,0.743486,0.743486,0.587319,0.549749,-0.711766,0.629446,0.711766,1.60861,0.570126,6.888,0.0963816,29.7757
112,38.2922786296,-121.122088234,11.5956,0.0700188,0.0777062,0.0441625,0.469862,0.740583,0.740583,0.593445,0.552146,-0.715876,0.640733,0.715876,1.58579,0.576202,6.71674,0.0749624,29.7498
113,38.2922785198,-121.122081376,11.5537,0.06425,0.0718938,0.0401125,0.437238,0.743944,0.743944,0.57233,0.532523,-0.717326,0.612178,0.717326,1.60411,0.558067,6.8244,0.0807934,29.7409
114,38.29227841,-121.122074519,11.6839,0.0624438,0.0695688,0.0400063,0.401819,0.731783,0.731783,0.532319,0.493809,-0.704383,0.572973,0.704383,1.56105,0.526236,6.4891,0.0813991,30.0403
115,38.2922783002,-121.122067661,11.755,0.0583625,0.0658813,0.0395875,0.404812,0.748292,0.748292,0.548636,0.511163,-0.720053,0.593143,0.720053,1.47534,0.538602,6.96408,0.0899526,29.8429
116,38.2922781904,-121.122060804,11.7782,0.0531812,0.0619875,0.0367625,0.392631,0.760377,0.760377,0.547438,0.514208,-0.726027,0.589631,0.726027,1.44773,0.53688,7.40218,0.113189,29.6145
117,38.2922780806,-121.122053946,11.8115,0.0558125,0.0648063,0.0393625,0.434613,0.77229,0.77229,0.593807,0.55837,-0.740293,0.642113,0.740293,1.41827,0.573453,7.79517,0.111051,29.6859
118,38.2922779708,-121.122047088,11.792,0.053,0.061925,0.0363875,0.410612,0.771342,0.771342,0.572963,0.539096,-0.737862,0.614092,0.737862,1.45735,0.556615,7.76423,0.114016,29.7954
119,38.2922778609,-121.122040231,11.9145,0.06425,0.0707375,0.0435062,0.435737,0.743861,0.743861,0.571681,0.53043,-0.721134,0.620999,0.721134,1.4788,0.55713,6.89109,0.0736035,29.8067
120,38.2922777511,-121.122033373,11.9922,0.0702937,0.0750562,0.0461438,0.4318,0.721538,0.721538,0.55036,0.505882,-0.704689,0.59907,0.704689,1.51962,0.540736,6.27987,0.0524639,29.9218
121,38.2922776413,-121.122026516,11.9095,0.0695312,0.0744938,0.0452375,0.427487,0.72117,0.72117,0.547453,0.503101,-0.703781,0.59428,0.703781,1.53428,0.538297,6.25206,0.0529925,30.0534
122,38.2922775315,-121.122019658,11.8374,0.054875,0.0641625,0.0361688,0.390569,0.755624,0.755624,0.540338,0.508287,-0.718703,0.578509,0.718703,1.51516,0.53183,7.25357,0.1176,29.9082
123,38.2922774217,-121.122012801,11.8745,0.0618625,0.0718187,0.0413313,0.43855,0.753233,0.753233,0.580276,0.544769,-0.71853,0.627231,0.71853,1.4961,0.564138,7.12151,0.109776,29.8199
124,38.2922773119,-121.122005943,11.6623,0.0588938,0.069225,0.0382188,0.445675,0.766738,0.766738,0.596733,0.562517,-0.730994,0.638548,0.730994,1.54229,0.576721,7.58815,0.116003,29.8509
125,38.2922772021,-121.121999086,11.6635,0.061775,0.070775,0.039425,0.430675,0.749335,0.749335,0.572451,0.535172,-0.717841,0.612502,0.717841,1.56751,0.55755,6.99687,0.0974053,29.9406
126,38.2922770923,-121.121992228,11.6984,0.0724187,0.0789437,0.04645,0.468175,0.732578,0.732578,0.586096,0.54273,-0.71161,0.636385,0.71161,1.56015,0.570364,6.49478,0.0635152,29.9698
127,38.2922769824,-121.121985371,11.7766,0.060325,0.0702562,0.0380313,0.422612,0.750542,0.750542,0.566638,0.53158,-0.715065,0.603923,0.715065,1.58791,0.552728,7.05244,0.108595,30.014
128,38.2922768726,-121.121978513,11.8731,0.06815,0.0759313,0.0432625,0.4453,0.734827,0.734827,0.572194,0.531384,-0.708861,0.616346,0.708861,1.57647,0.558232,6.56472,0.0777638,29.8955
